文件路径,页码,图片,角度,标签,面积,bid,异常
145/盖字第08册.pdf,2,Im2,0.25,正,270902.52,145_8_2_2,
145/盖字第08册.pdf,2,Im3,0.25,正,269246.70,145_8_2_1,
145/盖字第08册.pdf,2,Im4,0.00,正,266327.86,145_8_2_0,
145/盖字第08册.pdf,2,Im5,180.00,反转,265157.82,145_8_2_5,
145/盖字第08册.pdf,2,Im6,180.00,反转,266327.88,145_8_2_6,
145/盖字第08册.pdf,2,Im7,180.00,反转,265157.84,145_8_2_7,
145/盖字第08册.pdf,2,Im8,180.00,反转,265855.83,145_8_2_8,
145/盖字第08册.pdf,2,Im9,180.00,反转,264687.92,145_8_2_9,
145/盖字第08册.pdf,3,Im0,0.00,正,265271.88,145_8_3_4,
145/盖字第08册.pdf,3,Im1,0.00,正,265271.88,145_8_3_3,
145/盖字第08册.pdf,3,Im2,0.00,正,265619.84,145_8_3_2,
145/盖字第08册.pdf,3,Im3,0.00,正,264452.94,145_8_3_1,
145/盖字第08册.pdf,3,Im4,0.00,正,266449.30,145_8_3_0,
145/盖字第08册.pdf,3,Im5,180.00,反转,266449.30,145_8_3_5,
145/盖字第08册.pdf,3,Im6,180.00,反转,265978.29,145_8_3_6,
145/盖字第08册.pdf,3,Im7,180.00,反转,265978.32,145_8_3_7,
145/盖字第08册.pdf,3,Im8,180.00,反转,265978.32,145_8_3_8,
145/盖字第08册.pdf,3,Im9,180.00,反转,265978.32,145_8_3_9,
145/盖字第08册.pdf,4,Im0,0.00,正,265271.88,145_8_4_4,
145/盖字第08册.pdf,4,Im1,0.00,正,265271.88,145_8_4_3,
145/盖字第08册.pdf,4,Im2,0.00,正,265271.88,145_8_4_2,
145/盖字第08册.pdf,4,Im3,0.00,正,265271.88,145_8_4_1,
145/盖字第08册.pdf,4,Im4,0.00,正,266147.81,145_8_4_0,
145/盖字第08册.pdf,4,Im5,180.00,反转,263519.89,145_8_4_5,
145/盖字第08册.pdf,4,Im6,180.00,反转,266620.33,145_8_4_6,
145/盖字第08册.pdf,4,Im7,180.00,反转,264572.76,145_8_4_7,
145/盖字第08册.pdf,4,Im8,180.00,反转,265855.85,145_8_4_8,
145/盖字第08册.pdf,4,Im9,180.00,反转,264687.84,145_8_4_9,
145/盖字第08册.pdf,5,Im0,0.00,正,265911.56,145_8_5_4,
145/盖字第08册.pdf,5,Im1,0.00,正,263286.00,145_8_5_3,
145/盖字第08册.pdf,5,Im2,0.00,正,266147.81,145_8_5_2,
145/盖字第08册.pdf,5,Im3,0.00,正,264103.90,145_8_5_1,
145/盖字第08册.pdf,5,Im4,0.00,正,265383.79,145_8_5_0,
145/盖字第08册.pdf,5,Im5,180.00,反转,264217.92,145_8_5_5,
145/盖字第08册.pdf,5,Im6,-179.75,反转,270212.16,145_8_5_6,
145/盖字第08册.pdf,5,Im7,-179.75,反转,270902.54,145_8_5_7,
145/盖字第08册.pdf,5,Im8,180.00,反转,263987.79,145_8_5_8,
145/盖字第08册.pdf,5,Im9,180.00,反转,266620.35,145_8_5_9,
145/盖字第04册.pdf,0,Im0,0.25,正,272805.90,145_4_0_4,
145/盖字第04册.pdf,0,Im1,0.25,正,268796.54,145_4_0_3,
145/盖字第04册.pdf,0,Im2,0.00,正,266091.83,145_4_0_2,
145/盖字第04册.pdf,0,Im3,0.00,正,264922.82,145_4_0_1,
145/盖字第04册.pdf,0,Im4,0.00,正,266147.81,145_4_0_0,
145/盖字第04册.pdf,0,Im5,180.00,反转,264103.88,145_4_0_5,
145/盖字第04册.pdf,0,Im6,180.00,反转,265855.81,145_4_0_6,
145/盖字第04册.pdf,0,Im7,180.00,反转,264687.81,145_4_0_7,
145/盖字第04册.pdf,0,Im8,-179.75,反转,269142.78,145_4_0_8,
145/盖字第04册.pdf,0,Im9,-179.75,反转,271003.39,145_4_0_9,
145/盖字第04册.pdf,1,Im0,0.00,正,266856.60,145_4_1_4,
145/盖字第04册.pdf,1,Im1,0.00,正,264807.22,145_4_1_3,
145/盖字第04册.pdf,1,Im2,0.00,正,266384.17,145_4_1_2,
145/盖字第04册.pdf,1,Im3,0.00,正,263753.90,145_4_1_1,
145/盖字第04册.pdf,1,Im4,0.00,正,265911.56,145_4_1_0,
145/盖字第04册.pdf,1,Im5,180.00,反转,262119.08,145_4_1_5,
145/盖字第04册.pdf,1,Im6,180.00,反转,266147.79,145_4_1_6,
145/盖字第04册.pdf,1,Im7,180.00,反转,264103.85,145_4_1_7,
145/盖字第04册.pdf,1,Im8,180.00,反转,266620.31,145_4_1_8,
145/盖字第04册.pdf,1,Im9,180.00,反转,262817.77,145_4_1_9,
145/盖字第04册.pdf,2,Im0,0.00,正,266856.60,145_4_2_4,
145/盖字第04册.pdf,2,Im1,0.00,正,264807.22,145_4_2_3,
145/盖字第04册.pdf,2,Im2,0.00,正,266147.76,145_4_2_2,
145/盖字第04册.pdf,2,Im3,0.00,正,262935.94,145_4_2_1,
145/盖字第04册.pdf,2,Im4,0.00,正,266147.81,145_4_2_0,
145/盖字第04册.pdf,2,Im5,180.00,反转,262935.94,145_4_2_5,
145/盖字第04册.pdf,2,Im6,180.00,反转,266620.31,145_4_2_6,
145/盖字第04册.pdf,2,Im7,180.00,反转,263402.76,145_4_2_7,
145/盖字第04册.pdf,2,Im8,180.00,反转,265911.56,145_4_2_8,
145/盖字第04册.pdf,2,Im9,180.00,反转,263286.00,145_4_2_9,
145/盖字第04册.pdf,3,Im0,0.00,正,265911.56,145_4_3_4,
145/盖字第04册.pdf,3,Im1,0.00,正,263869.43,145_4_3_3,
145/盖字第04册.pdf,3,Im2,0.00,正,266620.31,145_4_3_2,
145/盖字第04册.pdf,3,Im3,0.00,正,264572.77,145_4_3_1,
145/盖字第04册.pdf,3,Im4,0.00,正,266384.13,145_4_3_0,
145/盖字第04册.pdf,3,Im5,180.00,反转,263753.92,145_4_3_5,
145/盖字第04册.pdf,3,Im6,-179.50,反转,278001.99,145_4_3_6,
145/盖字第04册.pdf,3,Im7,-179.50,反转,273615.37,145_4_3_7,
145/盖字第04册.pdf,3,Im8,180.00,反转,266384.12,145_4_3_8,
145/盖字第04册.pdf,3,Im9,180.00,反转,263753.90,145_4_3_9,
145/盖字第04册.pdf,4,Im0,0.50,正,279184.52,145_4_4_4,
145/盖字第04册.pdf,4,Im1,0.50,正,272437.08,145_4_4_3,
145/盖字第04册.pdf,4,Im2,0.00,正,266620.36,145_4_4_2,
145/盖字第04册.pdf,4,Im3,0.00,正,263402.74,145_4_4_1,
145/盖字第04册.pdf,4,Im4,0.00,正,266384.13,145_4_4_0,
145/盖字第04册.pdf,4,Im5,180.00,反转,264338.37,145_4_4_5,
145/盖字第04册.pdf,4,Im6,180.00,反转,265157.73,145_4_4_6,
145/盖字第04册.pdf,4,Im7,180.00,反转,266327.82,145_4_4_7,
145/盖字第04册.pdf,4,Im8,180.00,反转,266384.12,145_4_4_8,
145/盖字第04册.pdf,4,Im9,180.00,反转,264338.39,145_4_4_9,
145/盖字第04册.pdf,5,Im0,0.00,正,265271.88,145_4_5_4,
145/盖字第04册.pdf,5,Im1,0.00,正,265271.88,145_4_5_3,
145/盖字第04册.pdf,5,Im2,0.00,正,266620.31,145_4_5_2,
145/盖字第04册.pdf,5,Im3,0.00,正,263987.75,145_4_5_1,
145/盖字第04册.pdf,5,Im4,0.00,正,266620.32,145_4_5_0,
145/盖字第04册.pdf,5,Im5,180.00,反转,263402.74,145_4_5_5,
145/盖字第04册.pdf,5,Im6,180.00,反转,265855.83,145_4_5_6,
145/盖字第04册.pdf,5,Im7,180.00,反转,264687.84,145_4_5_7,
145/盖字第04册.pdf,5,Im8,180.00,反转,264565.44,145_4_5_8,
145/盖字第04册.pdf,5,Im9,180.00,反转,264565.44,145_4_5_9,
145/盖字第04册.pdf,6,Im0,0.00,正,266147.81,145_4_6_4,
145/盖字第04册.pdf,6,Im1,0.00,正,263519.92,145_4_6_3,
145/盖字第04册.pdf,6,Im2,-0.25,正,270315.96,145_4_6_2,
145/盖字第04册.pdf,6,Im3,-0.25,正,270799.71,145_4_6_1,
145/盖字第04册.pdf,6,Im4,0.00,正,266327.80,145_4_6_0,
145/盖字第04册.pdf,6,Im5,180.00,反转,265157.69,145_4_6_5,
145/盖字第04册.pdf,6,Im6,180.00,反转,265742.78,145_4_6_6,
145/盖字第04册.pdf,6,Im7,180.00,反转,265742.81,145_4_6_7,
145/盖字第04册.pdf,6,Im8,180.00,反转,265675.27,145_4_6_8,
145/盖字第04册.pdf,6,Im9,180.00,反转,263634.96,145_4_6_9,
145/盖字第04册.pdf,7,Im0,0.00,正,266384.12,145_4_7_4,
145/盖字第04册.pdf,7,Im1,0.00,正,264338.37,145_4_7_3,
145/盖字第04册.pdf,7,Im2,0.00,正,267092.85,145_4_7_2,
145/盖字第04册.pdf,7,Im3,0.00,正,264455.63,145_4_7_1,
145/盖字第04册.pdf,7,Im4,0.00,正,266091.87,145_4_7_0,
145/盖字第04册.pdf,7,Im5,180.00,反转,264922.80,145_4_7_5,
145/盖字第04册.pdf,7,Im6,180.00,反转,266147.79,145_4_7_6,
145/盖字第04册.pdf,7,Im7,180.00,反转,264103.85,145_4_7_7,
145/盖字第04册.pdf,7,Im8,180.00,反转,266620.29,145_4_7_8,
145/盖字第04册.pdf,7,Im9,180.00,反转,264572.73,145_4_7_9,
145/盖字第04册.pdf,8,Im0,0.00,正,266327.82,145_4_8_4,
145/盖字第04册.pdf,8,Im1,0.00,正,265157.74,145_4_8_3,
145/盖字第04册.pdf,8,Im2,0.00,正,266091.88,145_4_8_2,
145/盖字第04册.pdf,8,Im3,0.00,正,264922.82,145_4_8_1,
145/盖字第04册.pdf,8,Im4,0.00,正,266384.13,145_4_8_0,
145/盖字第04册.pdf,8,Im5,180.00,反转,264338.39,145_4_8_5,
145/盖字第04册.pdf,8,Im6,180.00,反转,265383.78,145_4_8_6,
145/盖字第04册.pdf,8,Im7,180.00,反转,264217.87,145_4_8_7,
145/盖字第04册.pdf,8,Im8,180.00,反转,266384.10,145_4_8_8,
145/盖字第04册.pdf,8,Im9,180.00,反转,263753.88,145_4_8_9,
145/盖字第04册.pdf,9,Im0,0.25,正,271832.17,145_4_9_4,
145/盖字第04册.pdf,9,Im1,0.25,正,267835.32,145_4_9_3,
145/盖字第04册.pdf,9,Im2,0.00,正,265675.29,145_4_9_2,
145/盖字第04册.pdf,9,Im3,0.00,正,263052.06,145_4_9_1,
145/盖字第04册.pdf,9,Im4,0.00,正,265911.56,145_4_9_0,
145/盖字第04册.pdf,9,Im5,180.00,反转,263869.46,145_4_9_5,
145/盖字第04册.pdf,9,Im6,180.00,反转,264800.89,145_4_9_6,
145/盖字第04册.pdf,9,Im7,180.00,反转,264800.91,145_4_9_7,
145/盖字第04册.pdf,9,Im8,180.00,反转,266384.12,145_4_9_8,
145/盖字第04册.pdf,9,Im9,180.00,反转,264338.37,145_4_9_9,
145/盖字第07册.pdf,0,Im0,0.00,正,264922.76,145_7_0_4,
145/盖字第07册.pdf,0,Im1,0.00,正,266091.80,145_7_0_3,
145/盖字第07册.pdf,0,Im2,0.00,正,266384.04,145_7_0_2,
145/盖字第07册.pdf,0,Im3,0.00,正,264338.31,145_7_0_1,
145/盖字第07册.pdf,0,Im4,0.00,正,266384.04,145_7_0_0,
145/盖字第07册.pdf,0,Im5,180.00,反转,263753.81,145_7_0_5,
145/盖字第07册.pdf,0,Im6,180.00,反转,266091.78,145_7_0_6,
145/盖字第07册.pdf,0,Im7,180.00,反转,264922.79,145_7_0_7,
145/盖字第07册.pdf,0,Im8,180.00,反转,265978.36,145_7_0_8,
145/盖字第07册.pdf,0,Im9,180.00,反转,265978.36,145_7_0_9,
145/盖字第07册.pdf,1,Im0,0.00,正,266147.81,145_7_1_4,
145/盖字第07册.pdf,1,Im1,0.00,正,263519.92,145_7_1_3,
145/盖字第07册.pdf,1,Im2,0.00,正,265978.29,145_7_1_2,
145/盖字第07册.pdf,1,Im3,0.00,正,265978.29,145_7_1_1,
145/盖字第07册.pdf,1,Im4,0.00,正,265862.73,145_7_1_0,
145/盖字第07册.pdf,1,Im5,180.00,反转,267035.89,145_7_1_5,
145/盖字第07册.pdf,1,Im6,180.00,反转,266620.35,145_7_1_6,
145/盖字第07册.pdf,1,Im7,180.00,反转,264572.78,145_7_1_7,
145/盖字第07册.pdf,1,Im8,180.00,反转,266327.86,145_7_1_8,
145/盖字第07册.pdf,1,Im9,180.00,反转,265157.78,145_7_1_9,
145/盖字第07册.pdf,2,Im0,0.00,正,266327.86,145_7_2_4,
145/盖字第07册.pdf,2,Im1,0.00,正,265157.78,145_7_2_3,
145/盖字第07册.pdf,2,Im2,0.00,正,265507.28,145_7_2_2,
145/盖字第07册.pdf,2,Im3,0.00,正,265507.28,145_7_2_1,
145/盖字第07册.pdf,2,Im4,0.00,正,266091.80,145_7_2_0,
145/盖字第07册.pdf,2,Im5,180.00,反转,264922.79,145_7_2_5,
145/盖字第07册.pdf,2,Im6,180.00,反转,266147.81,145_7_2_6,
145/盖字第07册.pdf,2,Im7,180.00,反转,264103.87,145_7_2_7,
145/盖字第07册.pdf,2,Im8,180.00,反转,264452.99,145_7_2_8,
145/盖字第07册.pdf,2,Im9,180.00,反转,265619.86,145_7_2_9,
145/盖字第07册.pdf,3,Im0,0.00,正,266147.81,145_7_3_4,
145/盖字第07册.pdf,3,Im1,0.00,正,264103.87,145_7_3_3,
145/盖字第07册.pdf,3,Im2,0.00,正,265911.56,145_7_3_2,
145/盖字第07册.pdf,3,Im3,0.00,正,263869.46,145_7_3_1,
145/盖字第07册.pdf,3,Im4,0.00,正,266147.81,145_7_3_0,
145/盖字第07册.pdf,3,Im5,180.00,反转,264103.92,145_7_3_5,
145/盖字第07册.pdf,3,Im6,180.00,反转,266091.78,145_7_3_6,
145/盖字第07册.pdf,3,Im7,180.00,反转,264922.79,145_7_3_7,
145/盖字第07册.pdf,3,Im8,180.00,反转,266091.78,145_7_3_8,
145/盖字第07册.pdf,3,Im9,180.00,反转,264922.86,145_7_3_9,
145/盖字第07册.pdf,4,Im0,0.25,正,270694.94,145_7_4_4,
145/盖字第07册.pdf,4,Im1,0.25,正,271387.36,145_7_4_3,
145/盖字第07册.pdf,4,Im2,0.00,正,265742.87,145_7_4_2,
145/盖字第07册.pdf,4,Im3,0.00,正,265742.87,145_7_4_1,
145/盖字第07册.pdf,4,Im4,0.00,正,266563.85,145_7_4_0,
145/盖字第07册.pdf,4,Im5,180.00,反转,265392.78,145_7_4_5,
145/盖字第07册.pdf,4,Im6,180.00,反转,265742.84,145_7_4_6,
145/盖字第07册.pdf,4,Im7,180.00,反转,265742.87,145_7_4_7,
145/盖字第07册.pdf,4,Im8,180.00,反转,266563.85,145_7_4_8,
145/盖字第07册.pdf,4,Im9,180.00,反转,265392.83,145_7_4_9,
145/盖字第07册.pdf,5,Im0,0.00,正,265271.88,145_7_5_4,
145/盖字第07册.pdf,5,Im1,0.00,正,265271.88,145_7_5_3,
145/盖字第07册.pdf,5,Im2,0.00,正,266327.86,145_7_5_2,
145/盖字第07册.pdf,5,Im3,0.00,正,265157.85,145_7_5_1,
145/盖字第07册.pdf,5,Im4,0.00,正,266384.04,145_7_5_0,
145/盖字第07册.pdf,5,Im5,180.00,反转,264338.29,145_7_5_5,
145/盖字第07册.pdf,5,Im6,180.00,反转,265742.84,145_7_5_6,
145/盖字第07册.pdf,5,Im7,180.00,反转,265742.87,145_7_5_7,
145/盖字第07册.pdf,5,Im8,180.00,反转,264103.85,145_7_5_8,
145/盖字第07册.pdf,5,Im9,180.00,反转,266147.81,145_7_5_9,
145/盖字第07册.pdf,6,Im0,0.00,正,266563.85,145_7_6_4,
145/盖字第07册.pdf,6,Im1,0.00,正,265392.73,145_7_6_3,
145/盖字第07册.pdf,6,Im2,0.00,正,266620.30,145_7_6_2,
145/盖字第07册.pdf,6,Im3,0.00,正,264572.81,145_7_6_1,
145/盖字第07册.pdf,6,Im4,0.00,正,266091.80,145_7_6_0,
145/盖字第07册.pdf,6,Im5,180.00,反转,264922.83,145_7_6_5,
145/盖字第07册.pdf,6,Im6,180.00,反转,266327.86,145_7_6_6,
145/盖字第07册.pdf,6,Im7,180.00,反转,265157.82,145_7_6_7,
145/盖字第07册.pdf,6,Im8,180.00,反转,266091.78,145_7_6_8,
145/盖字第07册.pdf,6,Im9,180.00,反转,264922.74,145_7_6_9,
145/盖字第07册.pdf,7,Im0,0.00,正,267092.85,145_7_7_4,
145/盖字第07册.pdf,7,Im1,0.00,正,262697.45,145_7_7_3,
145/盖字第07册.pdf,7,Im2,0.00,正,265157.82,145_7_7_2,
145/盖字第07册.pdf,7,Im3,0.00,正,266327.86,145_7_7_1,
145/盖字第07册.pdf,7,Im4,0.00,正,266856.60,145_7_7_0,
145/盖字第07册.pdf,7,Im5,180.00,反转,264221.71,145_7_7_5,
145/盖字第07册.pdf,7,Im6,180.00,反转,265742.84,145_7_7_6,
145/盖字第07册.pdf,7,Im7,180.00,反转,265742.87,145_7_7_7,
145/盖字第07册.pdf,7,Im8,180.00,反转,265742.89,145_7_7_8,
145/盖字第07册.pdf,7,Im9,180.00,反转,265742.89,145_7_7_9,
145/盖字第07册.pdf,8,Im0,0.00,正,266563.85,145_7_8_4,
145/盖字第07册.pdf,8,Im1,0.00,正,265392.83,145_7_8_3,
145/盖字第07册.pdf,8,Im2,0.00,正,266856.60,145_7_8_2,
145/盖字第07册.pdf,8,Im3,0.00,正,264807.25,145_7_8_1,
145/盖字第07册.pdf,8,Im4,0.00,正,266091.80,145_7_8_0,
145/盖字第07册.pdf,8,Im5,180.00,反转,264922.83,145_7_8_5,
145/盖字第07册.pdf,8,Im6,180.00,反转,266384.04,145_7_8_6,
145/盖字第07册.pdf,8,Im7,180.00,反转,263753.82,145_7_8_7,
145/盖字第07册.pdf,8,Im8,180.00,反转,264103.89,145_7_8_8,
145/盖字第07册.pdf,8,Im9,180.00,反转,266147.83,145_7_8_9,
145/盖字第07册.pdf,9,Im0,0.00,正,265036.40,145_7_9_4,
145/盖字第07册.pdf,9,Im1,0.00,正,265036.40,145_7_9_3,
145/盖字第07册.pdf,9,Im2,0.00,正,265036.35,145_7_9_2,
145/盖字第07册.pdf,9,Im3,0.00,正,265036.35,145_7_9_1,
145/盖字第07册.pdf,9,Im4,0.00,正,265383.79,145_7_9_0,
145/盖字第07册.pdf,9,Im5,180.00,反转,266327.86,145_7_9_5,
145/盖字第07册.pdf,9,Im6,180.00,反转,265157.82,145_7_9_6,
145/盖字第07册.pdf,9,Im7,180.00,反转,266384.04,145_7_9_7,
145/盖字第07册.pdf,9,Im8,180.00,反转,263753.82,145_7_9_8,
145/盖字第07册.pdf,9,Im9,179.75,反转,270557.94,145_7_9_9,
145/盖字第06册.pdf,0,Im0,0.00,正,263402.80,145_6_0_4,
145/盖字第06册.pdf,0,Im1,0.00,正,266620.35,145_6_0_3,
145/盖字第06册.pdf,0,Im2,0.00,正,265392.83,145_6_0_2,
145/盖字第06册.pdf,0,Im3,0.00,正,266563.85,145_6_0_1,
145/盖字第06册.pdf,0,Im4,0.00,正,266384.04,145_6_0_0,
145/盖字第06册.pdf,0,Im5,180.00,反转,263753.79,145_6_0_5,
145/盖字第06册.pdf,0,Im6,-179.75,反转,271525.38,145_6_0_6,
145/盖字第06册.pdf,0,Im7,-179.75,反转,271041.64,145_6_0_7,
145/盖字第06册.pdf,0,Im8,180.00,反转,265041.66,145_6_0_8,
145/盖字第06册.pdf,0,Im9,180.00,反转,267092.85,145_6_0_9,
145/盖字第06册.pdf,1,Im0,0.00,正,266213.81,145_6_1_4,
145/盖字第06册.pdf,1,Im1,0.00,正,266213.81,145_6_1_3,
145/盖字第06册.pdf,1,Im2,0.25,正,271283.52,145_6_1_2,
145/盖字第06册.pdf,1,Im3,0.25,正,270799.76,145_6_1_1,
145/盖字第06册.pdf,1,Im4,0.00,正,265742.84,145_6_1_0,
145/盖字第06册.pdf,1,Im5,180.00,反转,265742.84,145_6_1_5,
145/盖字第06册.pdf,1,Im6,180.00,反转,265742.86,145_6_1_6,
145/盖字第06册.pdf,1,Im7,180.00,反转,265742.89,145_6_1_7,
145/盖字第06册.pdf,1,Im8,180.00,反转,265157.89,145_6_1_8,
145/盖字第06册.pdf,1,Im9,180.00,反转,266327.88,145_6_1_9,
145/盖字第06册.pdf,2,Im0,0.00,正,264807.22,145_6_2_4,
145/盖字第06册.pdf,2,Im1,0.00,正,266856.60,145_6_2_3,
145/盖字第06册.pdf,2,Im2,0.00,正,265507.28,145_6_2_2,
145/盖字第06册.pdf,2,Im3,0.00,正,265507.33,145_6_2_1,
145/盖字第06册.pdf,2,Im4,0.00,正,266563.85,145_6_2_0,
145/盖字第06册.pdf,2,Im5,180.00,反转,265392.76,145_6_2_5,
145/盖字第06册.pdf,2,Im6,180.00,反转,266091.78,145_6_2_6,
145/盖字第06册.pdf,2,Im7,180.00,反转,264922.79,145_6_2_7,
145/盖字第06册.pdf,2,Im8,180.00,反转,265036.40,145_6_2_8,
145/盖字第06册.pdf,2,Im9,180.00,反转,265036.40,145_6_2_9,
145/盖字第06册.pdf,3,Im0,0.50,正,276872.80,145_6_3_4,
145/盖字第06册.pdf,3,Im1,0.50,正,275879.50,145_6_3_3,
145/盖字第06册.pdf,3,Im2,0.00,正,265507.33,145_6_3_2,
145/盖字第06册.pdf,3,Im3,0.00,正,265507.33,145_6_3_1,
145/盖字第06册.pdf,3,Im4,0.00,正,266091.80,145_6_3_0,
145/盖字第06册.pdf,3,Im5,180.00,反转,264922.81,145_6_3_5,
145/盖字第06册.pdf,3,Im6,180.00,反转,266147.81,145_6_3_6,
145/盖字第06册.pdf,3,Im7,180.00,反转,263519.94,145_6_3_7,
145/盖字第06册.pdf,3,Im8,180.00,反转,263286.02,145_6_3_8,
145/盖字第06册.pdf,3,Im9,180.00,反转,265911.58,145_6_3_9,
145/盖字第06册.pdf,4,Im0,0.25,正,269624.57,145_6_4_4,
145/盖字第06册.pdf,4,Im1,0.25,正,271489.08,145_6_4_3,
145/盖字第06册.pdf,4,Im2,0.25,正,271144.98,145_6_4_2,
145/盖字第06册.pdf,4,Im3,0.25,正,269488.07,145_6_4_1,
145/盖字第06册.pdf,4,Im4,0.00,正,265855.83,145_6_4_0,
145/盖字第06册.pdf,4,Im5,180.00,反转,264687.87,145_6_4_5,
145/盖字第06册.pdf,4,Im6,180.00,反转,266147.81,145_6_4_6,
145/盖字第06册.pdf,4,Im7,180.00,反转,264103.89,145_6_4_7,
145/盖字第06册.pdf,4,Im8,179.75,反转,270212.22,145_6_4_8,
145/盖字第06册.pdf,4,Im9,179.75,反转,271872.20,145_6_4_9,
145/盖字第06册.pdf,5,Im0,0.25,正,271629.71,145_6_5_4,
145/盖字第06册.pdf,5,Im1,0.25,正,269970.87,145_6_5_3,
145/盖字第06册.pdf,5,Im2,0.00,正,265742.87,145_6_5_2,
145/盖字第06册.pdf,5,Im3,0.00,正,265742.87,145_6_5_1,
145/盖字第06册.pdf,5,Im4,0.00,正,265271.85,145_6_5_0,
145/盖字第06册.pdf,5,Im5,180.00,反转,265271.83,145_6_5_5,
145/盖字第06册.pdf,5,Im6,180.00,反转,265742.84,145_6_5_6,
145/盖字第06册.pdf,5,Im7,180.00,反转,265742.87,145_6_5_7,
145/盖字第06册.pdf,5,Im8,180.00,反转,265619.82,145_6_5_8,
145/盖字第06册.pdf,5,Im9,180.00,反转,264452.97,145_6_5_9,
145/盖字第06册.pdf,6,Im0,0.00,正,265507.33,145_6_6_4,
145/盖字第06册.pdf,6,Im1,0.00,正,265507.33,145_6_6_3,
145/盖字第06册.pdf,6,Im2,0.00,正,266327.86,145_6_6_2,
145/盖字第06册.pdf,6,Im3,0.00,正,265157.85,145_6_6_1,
145/盖字第06册.pdf,6,Im4,0.00,正,262584.80,145_6_6_0,
145/盖字第06册.pdf,6,Im5,180.00,反转,266384.02,145_6_6_5,
145/盖字第06册.pdf,6,Im6,180.00,反转,266384.02,145_6_6_6,
145/盖字第06册.pdf,6,Im7,180.00,反转,264338.27,145_6_6_7,
145/盖字第06册.pdf,6,Im8,180.00,反转,262584.75,145_6_6_8,
145/盖字第06册.pdf,6,Im9,180.00,反转,266384.04,145_6_6_9,
145/盖字第06册.pdf,7,Im0,0.25,正,271629.71,145_6_7_4,
145/盖字第06册.pdf,7,Im1,0.25,正,269970.87,145_6_7_3,
145/盖字第06册.pdf,7,Im2,0.00,正,266449.33,145_6_7_2,
145/盖字第06册.pdf,7,Im3,0.00,正,266449.33,145_6_7_1,
145/盖字第06册.pdf,7,Im4,-0.25,正,270557.90,145_6_7_0,
145/盖字第06册.pdf,7,Im5,179.75,反转,271041.68,145_6_7_5,
145/盖字第06册.pdf,7,Im6,180.00,反转,265742.84,145_6_7_6,
145/盖字第06册.pdf,7,Im7,180.00,反转,265742.87,145_6_7_7,
145/盖字第06册.pdf,7,Im8,179.75,反转,270557.94,145_6_7_8,
145/盖字第06册.pdf,7,Im9,179.75,反转,271041.64,145_6_7_9,
145/盖字第06册.pdf,8,Im0,0.00,正,266327.86,145_6_8_4,
145/盖字第06册.pdf,8,Im1,0.00,正,265157.78,145_6_8_3,
145/盖字第06册.pdf,8,Im2,0.00,正,265742.87,145_6_8_2,
145/盖字第06册.pdf,8,Im3,0.00,正,265742.87,145_6_8_1,
145/盖字第06册.pdf,8,Im4,0.00,正,265978.31,145_6_8_0,
145/盖字第06册.pdf,8,Im5,180.00,反转,265978.33,145_6_8_5,
145/盖字第06册.pdf,8,Im6,-179.75,反转,270799.71,145_6_8_6,
145/盖字第06册.pdf,8,Im7,-179.75,反转,270315.98,145_6_8_7,
145/盖字第06册.pdf,8,Im8,179.75,反转,269246.77,145_6_8_8,
145/盖字第06册.pdf,8,Im9,179.75,反转,270902.52,145_6_8_9,
145/盖字第06册.pdf,9,Im0,0.50,正,276228.31,145_6_9_4,
145/盖字第06册.pdf,9,Im1,0.50,正,275382.85,145_6_9_3,
145/盖字第06册.pdf,9,Im2,0.00,正,265271.88,145_6_9_2,
145/盖字第06册.pdf,9,Im3,0.00,正,265271.88,145_6_9_1,
145/盖字第06册.pdf,9,Im4,0.00,正,265619.84,145_6_9_0,
145/盖字第06册.pdf,9,Im5,180.00,反转,264452.92,145_6_9_5,
145/盖字第06册.pdf,9,Im6,180.00,反转,263519.87,145_6_9_6,
145/盖字第06册.pdf,9,Im7,180.00,反转,266147.79,145_6_9_7,
145/盖字第06册.pdf,9,Im8,180.00,反转,266384.06,145_6_9_8,
145/盖字第06册.pdf,9,Im9,180.00,反转,264338.31,145_6_9_9,
145/盖字第01册.pdf,0,Im0,0.25,正,273978.54,145_1_0_4,
145/盖字第01册.pdf,0,Im1,0.25,正,267751.70,145_1_0_3,
145/盖字第01册.pdf,0,Im2,0.00,正,265041.66,145_1_0_2,
145/盖字第01册.pdf,0,Im3,0.00,正,267092.88,145_1_0_1,
145/盖字第01册.pdf,0,Im4,0.00,正,267092.86,145_1_0_0,
145/盖字第01册.pdf,0,Im5,180.00,反转,264455.63,145_1_0_5,
145/盖字第01册.pdf,0,Im6,180.00,反转,266856.60,145_1_0_6,
145/盖字第01册.pdf,0,Im7,180.00,反转,263050.64,145_1_0_7,
145/盖字第01册.pdf,0,Im8,179.75,反转,271041.60,145_1_0_8,
145/盖字第01册.pdf,0,Im9,179.75,反转,271525.35,145_1_0_9,
145/盖字第01册.pdf,1,Im0,0.00,正,266620.31,145_1_1_4,
145/盖字第01册.pdf,1,Im1,0.00,正,263987.75,145_1_1_3,
145/盖字第01册.pdf,1,Im2,0.25,正,270799.69,145_1_1_2,
145/盖字第01册.pdf,1,Im3,0.25,正,270315.96,145_1_1_1,
145/盖字第01册.pdf,1,Im4,0.00,正,266856.61,145_1_1_0,
