文件路径,页码,图片,角度,标签,面积,bid,异常
160/伤字第04册.pdf,5,Im8,-179.75,反转,274247.85,160_4_5_8,
160/伤字第04册.pdf,5,Im9,-179.75,反转,274735.96,160_4_5_9,
160/伤字第04册.pdf,6,Im0,0.00,正,265439.04,160_4_6_4,
160/伤字第04册.pdf,6,Im1,0.00,正,265439.04,160_4_6_3,
160/伤字第04册.pdf,6,Im2,0.00,正,264128.64,160_4_6_2,
160/伤字第04册.pdf,6,Im3,0.00,正,265439.01,160_4_6_1,
160/伤字第04册.pdf,6,Im4,0.00,正,264475.39,160_4_6_0,
160/伤字第04册.pdf,6,Im5,180.00,反转,265348.23,160_4_6_5,
160/伤字第04册.pdf,6,Im6,180.00,反转,264276.63,160_4_6_6,
160/伤字第04册.pdf,6,Im7,180.00,反转,265880.11,160_4_6_7,
160/伤字第04册.pdf,6,Im8,180.00,反转,266265.95,160_4_6_8,
160/伤字第04册.pdf,6,Im9,180.00,反转,254727.28,160_4_6_9,
160/伤字第04册.pdf,7,Im0,0.00,正,261127.27,160_4_7_4,
160/伤字第04册.pdf,7,Im1,0.00,正,259121.89,160_4_7_3,
160/伤字第04册.pdf,7,Im2,0.00,正,264639.12,160_4_7_2,
160/伤字第04册.pdf,7,Im3,0.00,正,264639.07,160_4_7_1,
160/伤字第04册.pdf,7,Im4,0.00,正,261569.06,160_4_7_0,
160/伤字第04册.pdf,7,Im5,180.00,反转,261857.33,160_4_7_5,
160/伤字第04册.pdf,7,Im6,180.00,反转,265557.16,160_4_7_6,
160/伤字第04册.pdf,7,Im7,180.00,反转,264683.19,160_4_7_7,
160/伤字第04册.pdf,7,Im8,180.00,反转,257228.97,160_4_7_8,
160/伤字第04册.pdf,7,Im9,180.00,反转,256382.39,160_4_7_9,
160/伤字第04册.pdf,8,Im0,0.50,正,261141.61,160_4_8_3,
160/伤字第04册.pdf,8,Im1,0.50,正,262144.21,160_4_8_2,
160/伤字第04册.pdf,8,Im2,0.00,正,250968.60,160_4_8_1,
160/伤字第04册.pdf,8,Im3,0.00,正,256617.92,160_4_8_0,
160/伤字第04册.pdf,8,Im4,180.00,反转,252249.47,160_4_8_4,
160/伤字第04册.pdf,8,Im5,180.00,反转,255911.40,160_4_8_5,
160/伤字第08册.pdf,0,Im0,0.00,正,3291176.08,160_8_0_0,异常
160/伤字第08册.pdf,1,Im0,0.00,正,261985.74,160_8_1_4,
160/伤字第08册.pdf,1,Im1,0.00,正,262563.83,160_8_1_3,
160/伤字第08册.pdf,1,Im2,0.00,正,266265.98,160_8_1_2,
160/伤字第08册.pdf,1,Im3,0.00,正,265389.57,160_8_1_1,
160/伤字第08册.pdf,1,Im4,0.00,正,264966.52,160_8_1_0,
160/伤字第08册.pdf,1,Im5,180.00,反转,264094.45,160_8_1_5,
160/伤字第08册.pdf,1,Im6,180.00,反转,265852.47,160_8_1_6,
160/伤字第08册.pdf,1,Im7,180.00,反转,265852.49,160_8_1_7,
160/伤字第08册.pdf,1,Im8,180.00,反转,263630.47,160_8_1_8,
160/伤字第08册.pdf,1,Im9,180.00,反转,264212.19,160_8_1_9,
160/伤字第08册.pdf,2,Im0,0.00,正,262373.30,160_8_2_4,
160/伤字第08册.pdf,2,Im1,0.00,正,262808.10,160_8_2_3,
160/伤字第08册.pdf,2,Im2,0.00,正,257075.79,160_8_2_2,
160/伤字第08册.pdf,2,Im3,0.00,正,257500.88,160_8_2_1,
160/伤字第08册.pdf,2,Im4,0.00,正,262308.55,160_8_2_0,
160/伤字第08册.pdf,2,Im5,180.00,反转,262020.76,160_8_2_5,
160/伤字第08册.pdf,2,Im6,180.00,反转,263430.84,160_8_2_6,
160/伤字第08册.pdf,2,Im7,180.00,反转,263141.84,160_8_2_7,
160/伤字第08册.pdf,2,Im8,180.00,反转,265557.14,160_8_2_8,
160/伤字第08册.pdf,2,Im9,180.00,反转,264683.15,160_8_2_9,
160/伤字第08册.pdf,3,Im0,0.00,正,260831.94,160_8_3_4,
160/伤字第08册.pdf,3,Im1,0.00,正,260831.94,160_8_3_3,
160/伤字第08册.pdf,3,Im2,0.00,正,263076.42,160_8_3_2,
160/伤字第08册.pdf,3,Im3,0.00,正,262787.82,160_8_3_1,
160/伤字第08册.pdf,3,Im4,0.00,正,262432.03,160_8_3_0,
160/伤字第08册.pdf,3,Im5,180.00,反转,262866.90,160_8_3_5,
160/伤字第08册.pdf,3,Im6,180.00,反转,265978.31,160_8_3_6,
160/伤字第08册.pdf,3,Im7,180.00,反转,266710.23,160_8_3_7,
160/伤字第08册.pdf,3,Im8,180.00,反转,265833.01,160_8_3_8,
160/伤字第08册.pdf,3,Im9,180.00,反转,266272.66,160_8_3_9,
160/伤字第08册.pdf,4,Im0,0.00,正,257188.54,160_8_4_4,
160/伤字第08册.pdf,4,Im1,0.00,正,263102.49,160_8_4_3,
160/伤字第08册.pdf,4,Im2,0.00,正,266620.36,160_8_4_2,
160/伤字第08册.pdf,4,Im3,0.00,正,265742.78,160_8_4_1,
160/伤字第08册.pdf,4,Im4,0.00,正,266265.94,160_8_4_0,
160/伤字第08册.pdf,4,Im5,180.00,反转,265389.59,160_8_4_5,
160/伤字第08册.pdf,4,Im6,180.00,反转,263373.37,160_8_4_6,
160/伤字第08册.pdf,4,Im7,180.00,反转,264977.54,160_8_4_7,
160/伤字第08册.pdf,4,Im8,180.00,反转,260517.39,160_8_4_8,
160/伤字第08册.pdf,4,Im9,180.00,反转,263270.29,160_8_4_9,
160/伤字第08册.pdf,5,Im0,0.00,正,265970.62,160_8_5_4,
160/伤字第08册.pdf,5,Im1,0.00,正,265095.27,160_8_5_3,
160/伤字第08册.pdf,5,Im2,0.00,正,265297.06,160_8_5_2,
160/伤字第08册.pdf,5,Im3,0.00,正,265734.32,160_8_5_1,
160/伤字第08册.pdf,5,Im4,0.00,正,263489.89,160_8_5_0,
160/伤字第08册.pdf,5,Im5,180.00,反转,263489.92,160_8_5_5,
160/伤字第08册.pdf,5,Im6,180.00,反转,268510.44,160_8_5_6,
160/伤字第08册.pdf,5,Im7,180.00,反转,267626.71,160_8_5_7,
160/伤字第08册.pdf,5,Im8,180.00,反转,269867.84,160_8_5_8,
160/伤字第08册.pdf,5,Im9,180.00,反转,269275.07,160_8_5_9,
160/伤字第08册.pdf,6,Im0,0.00,正,255005.78,160_8_6_4,
160/伤字第08册.pdf,6,Im1,0.00,正,257406.11,160_8_6_3,
160/伤字第08册.pdf,6,Im2,0.00,正,257169.90,160_8_6_2,
160/伤字第08册.pdf,6,Im3,0.00,正,253502.07,160_8_6_1,
160/伤字第08册.pdf,6,Im4,0.00,正,257169.91,160_8_6_0,
160/伤字第08册.pdf,6,Im5,180.00,反转,252937.84,160_8_6_5,
160/伤字第08册.pdf,6,Im6,180.00,反转,257642.43,160_8_6_6,
160/伤字第08册.pdf,6,Im7,180.00,反转,256794.49,160_8_6_7,
160/伤字第08册.pdf,6,Im8,180.00,反转,256520.17,160_8_6_8,
160/伤字第08册.pdf,6,Im9,180.00,反转,255675.93,160_8_6_9,
160/伤字第09册.pdf,0,Im0,0.00,正,3291176.08,160_9_0_0,异常
160/伤字第09册.pdf,1,Im0,0.00,正,263768.53,160_9_1_4,
160/伤字第09册.pdf,1,Im1,0.00,正,261882.43,160_9_1_3,
160/伤字第09册.pdf,1,Im2,0.00,正,265379.99,160_9_1_2,
160/伤字第09册.pdf,1,Im3,0.00,正,261012.83,160_9_1_1,
160/伤字第09册.pdf,1,Im4,0.00,正,262089.45,160_9_1_0,
160/伤字第09册.pdf,1,Im5,180.00,反转,262525.70,160_9_1_5,
160/伤字第09册.pdf,1,Im6,180.00,反转,264789.30,160_9_1_6,
160/伤字第09册.pdf,1,Im7,180.00,反转,263917.84,160_9_1_7,
160/伤字第09册.pdf,1,Im8,180.00,反转,261248.68,160_9_1_8,
160/伤字第09册.pdf,1,Im9,180.00,反转,256063.95,160_9_1_9,
160/伤字第09册.pdf,2,Im0,0.00,正,259342.33,160_9_2_4,
160/伤字第09册.pdf,2,Im1,0.00,正,260772.83,160_9_2_3,
160/伤字第09册.pdf,2,Im2,0.00,正,259946.02,160_9_2_2,
160/伤字第09册.pdf,2,Im3,0.00,正,259090.41,160_9_2_1,
160/伤字第09册.pdf,2,Im4,0.00,正,261009.15,160_9_2_0,
160/伤字第09册.pdf,2,Im5,180.00,反转,260150.10,160_9_2_5,
160/伤字第09册.pdf,2,Im6,180.00,反转,264309.66,160_9_2_6,
160/伤字第09册.pdf,2,Im7,180.00,反转,265919.55,160_9_2_7,
160/伤字第09册.pdf,2,Im8,180.00,反转,258025.14,160_9_2_8,
160/伤字第09册.pdf,2,Im9,180.00,反转,266684.78,160_9_2_9,
160/伤字第09册.pdf,3,Im0,0.00,正,264730.24,160_9_3_4,
160/伤字第09册.pdf,3,Im1,0.00,正,262697.19,160_9_3_3,
160/伤字第09册.pdf,3,Im2,0.00,正,265675.29,160_9_3_2,
160/伤字第09册.pdf,3,Im3,0.00,正,265383.80,160_9_3_1,
160/伤字第09册.pdf,3,Im4,0.00,正,268805.76,160_9_3_0,
160/伤字第09册.pdf,3,Im5,180.00,反转,267921.07,160_9_3_5,
160/伤字第09册.pdf,3,Im6,180.00,反转,264777.75,160_9_3_6,
160/伤字第09册.pdf,3,Im7,180.00,反转,266390.48,160_9_3_7,
160/伤字第09册.pdf,3,Im8,180.00,反转,268333.21,160_9_3_8,
160/伤字第09册.pdf,3,Im9,180.00,反转,267450.09,160_9_3_9,
160/伤字第09册.pdf,4,Im0,0.00,正,260543.31,160_9_4_4,
160/伤字第09册.pdf,4,Im1,0.00,正,260974.22,160_9_4_3,
160/伤字第09册.pdf,4,Im2,0.00,正,263312.72,160_9_4_2,
160/伤字第09册.pdf,4,Im3,0.00,正,257390.64,160_9_4_1,
160/伤字第09册.pdf,4,Im4,0.00,正,263312.68,160_9_4_0,
160/伤字第09册.pdf,4,Im5,180.00,反转,262446.05,160_9_4_5,
160/伤字第09册.pdf,4,Im6,180.00,反转,268179.04,160_9_4_6,
160/伤字第09册.pdf,4,Im7,180.00,反转,270105.18,160_9_4_7,
160/伤字第09册.pdf,4,Im8,180.00,反转,269573.57,160_9_4_8,
160/伤字第09册.pdf,4,Im9,180.00,反转,262327.71,160_9_4_9,
160/伤字第09册.pdf,5,Im0,0.00,正,267506.31,160_9_5_4,
160/伤字第09册.pdf,5,Im1,0.00,正,263691.14,160_9_5_3,
160/伤字第09册.pdf,5,Im2,0.00,正,269632.65,160_9_5_2,
160/伤字第09册.pdf,5,Im3,0.00,正,267561.98,160_9_5_1,
160/伤字第09册.pdf,5,Im4,0.00,正,269278.28,160_9_5_0,
160/伤字第09册.pdf,5,Im5,180.00,反转,267210.32,160_9_5_5,
160/伤字第09册.pdf,5,Im6,180.00,反转,267210.96,160_9_5_6,
160/伤字第09册.pdf,5,Im7,180.00,反转,266331.55,160_9_5_7,
160/伤字第09册.pdf,5,Im8,180.00,反转,267595.65,160_9_5_8,
160/伤字第09册.pdf,5,Im9,180.00,反转,266861.39,160_9_5_9,
160/伤字第09册.pdf,6,Im0,0.00,正,266206.87,160_9_6_4,
160/伤字第09册.pdf,6,Im1,0.00,正,265330.75,160_9_6_3,
160/伤字第09册.pdf,6,Im2,0.00,正,262729.62,160_9_6_2,
160/伤字第09册.pdf,6,Im3,0.00,正,264329.89,160_9_6_1,
160/伤字第09册.pdf,6,Im4,0.00,正,266620.32,160_9_6_0,
160/伤字第09册.pdf,6,Im5,180.00,反转,265742.78,160_9_6_5,
160/伤字第09册.pdf,6,Im6,180.00,反转,270459.59,160_9_6_6,
160/伤字第09册.pdf,6,Im7,180.00,反转,270459.55,160_9_6_7,
160/伤字第09册.pdf,6,Im8,180.00,反转,267195.67,160_9_6_8,
160/伤字第09册.pdf,6,Im9,180.00,反转,270459.55,160_9_6_9,
160/伤字第09册.pdf,7,Im0,0.00,正,264075.46,160_9_7_4,
160/伤字第09册.pdf,7,Im1,0.00,正,265683.98,160_9_7_3,
160/伤字第09册.pdf,7,Im2,0.00,正,267033.84,160_9_7_2,
160/伤字第09册.pdf,7,Im3,0.00,正,266154.89,160_9_7_1,
160/伤字第09册.pdf,7,Im4,0.00,正,268037.90,160_9_7_0,
160/伤字第09册.pdf,7,Im5,180.00,反转,267155.70,160_9_7_5,
160/伤字第09册.pdf,7,Im6,180.00,反转,268746.75,160_9_7_6,
160/伤字第09册.pdf,7,Im7,180.00,反转,265503.54,160_9_7_7,
160/伤字第09册.pdf,7,Im8,180.00,反转,266877.00,160_9_7_8,
160/伤字第09册.pdf,7,Im9,180.00,反转,265544.04,160_9_7_9,
160/伤字第05册.pdf,0,Im0,0.00,正,3291176.19,160_5_0_0,异常
160/伤字第05册.pdf,1,Im0,0.00,正,258574.56,160_5_1_4,
160/伤字第05册.pdf,1,Im1,0.00,正,263194.55,160_5_1_3,
160/伤字第05册.pdf,1,Im2,0.00,正,265271.83,160_5_1_2,
160/伤字第05册.pdf,1,Im3,0.00,正,262643.91,160_5_1_1,
160/伤字第05册.pdf,1,Im4,0.00,正,259441.51,160_5_1_0,
160/伤字第05册.pdf,1,Im5,180.00,反转,264388.81,160_5_1_5,
160/伤字第05册.pdf,1,Im6,180.00,反转,264097.71,160_5_1_6,
160/伤字第05册.pdf,1,Im7,180.00,反转,262060.67,160_5_1_7,
160/伤字第05册.pdf,1,Im8,180.00,反转,262235.95,160_5_1_8,
160/伤字第05册.pdf,1,Im9,180.00,反转,264859.76,160_5_1_9,
160/伤字第05册.pdf,2,Im0,0.00,正,259030.16,160_5_2_4,
160/伤字第05册.pdf,2,Im1,0.00,正,261621.90,160_5_2_3,
160/伤字第05册.pdf,2,Im2,0.75,正,280767.23,160_5_2_2,
160/伤字第05册.pdf,2,Im3,0.75,正,284981.99,160_5_2_1,
160/伤字第05册.pdf,2,Im4,-0.25,正,264406.25,160_5_2_0,
160/伤字第05册.pdf,2,Im5,179.75,反转,264693.51,160_5_2_5,
160/伤字第05册.pdf,2,Im6,180.00,反转,261128.48,160_5_2_6,
160/伤字第05册.pdf,2,Im7,180.00,反转,263741.24,160_5_2_7,
160/伤字第05册.pdf,2,Im8,180.00,反转,233791.61,160_5_2_8,
160/伤字第05册.pdf,2,Im9,180.00,反转,236130.81,160_5_2_9,
160/伤字第05册.pdf,3,Im0,0.00,正,264334.34,160_5_3_4,
160/伤字第05册.pdf,3,Im1,0.00,正,266979.14,160_5_3_3,
160/伤字第05册.pdf,3,Im2,0.00,正,263220.37,160_5_3_2,
160/伤字第05册.pdf,3,Im3,0.00,正,267624.44,160_5_3_1,
160/伤字第05册.pdf,3,Im4,0.00,正,265012.32,160_5_3_0,
160/伤字第05册.pdf,3,Im5,180.00,反转,265012.31,160_5_3_5,
160/伤字第05册.pdf,3,Im6,180.00,反转,258662.33,160_5_3_6,
160/伤字第05册.pdf,3,Im7,180.00,反转,264461.83,160_5_3_7,
160/伤字第05册.pdf,3,Im8,180.00,反转,259996.03,160_5_3_8,
160/伤字第05册.pdf,3,Im9,180.00,反转,264934.60,160_5_3_9,
160/伤字第05册.pdf,4,Im0,0.00,正,261462.13,160_5_4_4,
160/伤字第05册.pdf,4,Im1,0.00,正,258430.24,160_5_4_3,
160/伤字第05册.pdf,4,Im2,0.00,正,263401.68,160_5_4_2,
160/伤字第05册.pdf,4,Im3,0.00,正,266037.18,160_5_4_1,
160/伤字第05册.pdf,4,Im4,0.00,正,259496.40,160_5_4_0,
160/伤字第05册.pdf,4,Im5,180.00,反转,262092.86,160_5_4_5,
160/伤字第05册.pdf,4,Im6,180.00,反转,261333.84,160_5_4_6,
160/伤字第05册.pdf,4,Im7,180.00,反转,261621.90,160_5_4_7,
160/伤字第05册.pdf,4,Im8,180.00,反转,259030.16,160_5_4_8,
160/伤字第05册.pdf,4,Im9,180.00,反转,262485.77,160_5_4_9,
160/伤字第05册.pdf,5,Im0,0.00,正,262694.59,160_5_5_4,
160/伤字第05册.pdf,5,Im1,0.00,正,267388.19,160_5_5_3,
160/伤字第05册.pdf,5,Im2,0.00,正,270046.11,160_5_5_2,
160/伤字第05册.pdf,5,Im3,0.00,正,257454.86,160_5_5_1,
160/伤字第05册.pdf,5,Im4,0.00,正,259496.40,160_5_5_0,
160/伤字第05册.pdf,5,Im5,180.00,反转,262092.86,160_5_5_5,
160/伤字第05册.pdf,5,Im6,180.00,反转,257764.32,160_5_5_6,
160/伤字第05册.pdf,5,Im7,180.00,反转,264139.61,160_5_5_7,
160/伤字第05册.pdf,5,Im8,180.00,反转,256650.68,160_5_5_8,
160/伤字第05册.pdf,5,Im9,180.00,反转,254666.50,160_5_5_9,
160/伤字第02册.pdf,0,Im0,0.00,正,3291176.08,160_2_0_0,异常
160/伤字第02册.pdf,1,Im0,0.00,正,256756.84,160_2_1_4,
160/伤字第02册.pdf,1,Im1,0.00,正,259325.93,160_2_1_3,
160/伤字第02册.pdf,1,Im2,0.00,正,261954.19,160_2_1_2,
160/伤字第02册.pdf,1,Im3,0.00,正,257499.69,160_2_1_1,
160/伤字第02册.pdf,1,Im4,0.00,正,262925.58,160_2_1_0,
160/伤字第02册.pdf,1,Im5,180.00,反转,262925.58,160_2_1_5,
160/伤字第02册.pdf,1,Im6,180.00,反转,262958.30,160_2_1_6,
160/伤字第02册.pdf,1,Im7,180.00,反转,255457.60,160_2_1_7,
160/伤字第02册.pdf,1,Im8,180.00,反转,263457.08,160_2_1_8,
160/伤字第02册.pdf,1,Im9,180.00,反转,257968.42,160_2_1_9,
160/伤字第02册.pdf,2,Im0,0.00,正,263256.98,160_2_2_4,
160/伤字第02册.pdf,2,Im1,0.00,正,265154.14,160_2_2_3,
160/伤字第02册.pdf,2,Im2,0.00,正,268953.15,160_2_2_2,
160/伤字第02册.pdf,2,Im3,0.00,正,263350.01,160_2_2_1,
160/伤字第02册.pdf,2,Im4,0.00,正,264454.70,160_2_2_0,
160/伤字第02册.pdf,2,Im5,180.00,反转,267388.19,160_2_2_5,
160/伤字第02册.pdf,2,Im6,180.00,反转,267183.77,160_2_2_6,
160/伤字第02册.pdf,2,Im7,180.00,反转,268805.77,160_2_2_7,
160/伤字第02册.pdf,2,Im8,180.00,反转,268894.10,160_2_2_8,
160/伤字第02册.pdf,2,Im9,180.00,反转,268450.93,160_2_2_9,
160/伤字第02册.pdf,3,Im0,0.00,正,264909.68,160_2_3_4,
160/伤字第02册.pdf,3,Im1,0.00,正,268746.85,160_2_3_3,
160/伤字第02册.pdf,3,Im2,0.00,正,264276.05,160_2_3_2,
160/伤字第02册.pdf,3,Im3,0.00,正,266920.25,160_2_3_1,
160/伤字第02册.pdf,3,Im4,0.00,正,263746.54,160_2_3_0,
160/伤字第02册.pdf,3,Im5,180.00,反转,267860.69,160_2_3_5,
160/伤字第02册.pdf,3,Im6,180.00,反转,263634.81,160_2_3_6,
160/伤字第02册.pdf,3,Im7,180.00,反转,266272.68,160_2_3_7,
160/伤字第02册.pdf,3,Im8,180.00,反转,258098.40,160_2_3_8,
160/伤字第02册.pdf,3,Im9,180.00,反转,267979.92,160_2_3_9,
160/伤字第02册.pdf,4,Im0,0.00,正,265084.64,160_2_4_4,
160/伤字第02册.pdf,4,Im1,0.00,正,264212.21,160_2_4_3,
160/伤字第02册.pdf,4,Im2,0.00,正,265734.30,160_2_4_2,
160/伤字第02册.pdf,4,Im3,0.00,正,261944.37,160_2_4_1,
160/伤字第02册.pdf,4,Im4,0.00,正,265619.82,160_2_4_0,
160/伤字第02册.pdf,4,Im5,180.00,反转,265036.36,160_2_4_5,
160/伤字第02册.pdf,4,Im6,180.00,反转,256585.67,160_2_4_6,
160/伤字第02册.pdf,4,Im7,180.00,反转,266679.41,160_2_4_7,
160/伤字第02册.pdf,4,Im8,180.00,反转,245135.45,160_2_4_8,
160/伤字第02册.pdf,4,Im9,180.00,反转,246492.09,160_2_4_9,
160/伤字第02册.pdf,5,Im0,0.00,正,257228.97,160_2_5_3,
160/伤字第02册.pdf,5,Im1,0.00,正,256382.39,160_2_5_2,
160/伤字第02册.pdf,5,Im2,0.00,正,257169.90,160_2_5_1,
160/伤字第02册.pdf,5,Im3,0.00,正,256323.52,160_2_5_0,
160/伤字第02册.pdf,5,Im4,180.00,反转,268215.05,160_2_5_4,
160/伤字第02册.pdf,5,Im5,180.00,反转,261594.24,160_2_5_5,
160/伤字第02册.pdf,5,Im6,180.00,反转,264134.00,160_2_5_6,
160/伤字第02册.pdf,5,Im7,180.00,反转,265742.83,160_2_5_7,
160/伤字第03册.pdf,0,Im0,0.00,正,3291176.19,160_3_0_0,异常
160/伤字第03册.pdf,1,Im0,0.00,正,270459.57,160_3_1_4,
160/伤字第03册.pdf,1,Im1,0.00,正,269569.45,160_3_1_3,
160/伤字第03册.pdf,1,Im2,0.00,正,267056.26,160_3_1_2,
160/伤字第03册.pdf,1,Im3,0.00,正,269868.93,160_3_1_1,
160/伤字第03册.pdf,1,Im4,0.00,正,257594.54,160_3_1_0,
160/伤字第03册.pdf,1,Im5,180.00,反转,258303.74,160_3_1_5,
160/伤字第03册.pdf,1,Im6,180.00,反转,257041.60,160_3_1_6,
160/伤字第03册.pdf,1,Im7,180.00,反转,256617.92,160_3_1_7,
160/伤字第03册.pdf,1,Im8,180.00,反转,267980.22,160_3_1_8,
160/伤字第03册.pdf,1,Im9,180.00,反转,268569.48,160_3_1_9,
160/伤字第03册.pdf,2,Im0,0.00,正,262381.34,160_3_2_4,
160/伤字第03册.pdf,2,Im1,0.00,正,262092.86,160_3_2_3,
160/伤字第03册.pdf,2,Im2,0.00,正,256992.76,160_3_2_2,
160/伤字第03册.pdf,2,Im3,0.00,正,256146.87,160_3_2_1,
160/伤字第03册.pdf,2,Im4,0.00,正,266330.01,160_3_2_0,
160/伤字第03册.pdf,2,Im5,180.00,反转,266037.18,160_3_2_5,
160/伤字第03册.pdf,2,Im6,180.00,反转,267388.19,160_3_2_6,
160/伤字第03册.pdf,2,Im7,180.00,反转,266508.17,160_3_2_7,
160/伤字第03册.pdf,2,Im8,180.00,反转,265734.35,160_3_2_8,
160/伤字第03册.pdf,2,Im9,180.00,反转,262527.51,160_3_2_9,
160/伤字第03册.pdf,3,Im0,0.00,正,264631.37,160_3_3_4,
160/伤字第03册.pdf,3,Im1,0.00,正,265801.71,160_3_3_3,
160/伤字第03册.pdf,3,Im2,0.00,正,266679.39,160_3_3_2,
160/伤字第03册.pdf,3,Im3,0.00,正,265801.71,160_3_3_1,
160/伤字第03册.pdf,3,Im4,0.00,正,265449.81,160_3_3_0,
160/伤字第03册.pdf,3,Im5,180.00,反转,267802.84,160_3_3_5,
160/伤字第03册.pdf,3,Im6,180.00,反转,268982.94,160_3_3_6,
160/伤字第03册.pdf,3,Im7,180.00,反转,268097.68,160_3_3_7,
160/伤字第03册.pdf,3,Im8,180.00,反转,266685.19,160_3_3_8,
160/伤字第03册.pdf,3,Im9,180.00,反转,266979.14,160_3_3_9,
160/伤字第03册.pdf,4,Im0,-0.75,正,286382.97,160_3_4_4,
160/伤字第03册.pdf,4,Im1,-0.75,正,277895.62,160_3_4_3,
160/伤字第03册.pdf,4,Im2,-0.25,正,273597.17,160_3_4_2,
160/伤字第03册.pdf,4,Im3,-0.25,正,270755.18,160_3_4_1,
160/伤字第03册.pdf,4,Im4,0.00,正,266206.88,160_3_4_0,
160/伤字第03册.pdf,4,Im5,180.00,反转,264162.49,160_3_4_5,
160/伤字第03册.pdf,4,Im6,180.00,反转,268687.45,160_3_4_6,
160/伤字第03册.pdf,4,Im7,180.00,反转,268392.04,160_3_4_7,
160/伤字第03册.pdf,4,Im8,180.00,反转,269042.03,160_3_4_8,
160/伤字第03册.pdf,4,Im9,180.00,反转,261220.13,160_3_4_9,
160/伤字第03册.pdf,5,Im0,0.00,正,265970.62,160_3_5_4,
160/伤字第03册.pdf,5,Im1,0.00,正,258821.60,160_3_5_3,
160/伤字第03册.pdf,5,Im2,0.00,正,267270.10,160_3_5_2,
160/伤字第03册.pdf,5,Im3,0.00,正,260086.15,160_3_5_1,
160/伤字第03册.pdf,5,Im4,0.00,正,267742.55,160_3_5_0,
160/伤字第03册.pdf,5,Im5,180.00,反转,267742.58,160_3_5_5,
160/伤字第03册.pdf,5,Im6,180.00,反转,269042.01,160_3_5_6,
160/伤字第03册.pdf,5,Im7,180.00,反转,265795.25,160_3_5_7,
160/伤字第03册.pdf,5,Im8,179.75,反转,275712.00,160_3_5_8,
160/伤字第03册.pdf,5,Im9,179.75,反转,273447.83,160_3_5_9,
160/伤字第03册.pdf,6,Im0,0.00,正,264803.39,160_3_6_4,
160/伤字第03册.pdf,6,Im1,0.00,正,265095.27,160_3_6_3,
160/伤字第03册.pdf,6,Im2,0.00,正,268156.02,160_3_6_2,
160/伤字第03册.pdf,6,Im3,0.00,正,260359.93,160_3_6_1,
160/伤字第03册.pdf,6,Im4,0.00,正,266029.69,160_3_6_0,
160/伤字第03册.pdf,6,Im5,180.00,反转,262819.26,160_3_6_5,
160/伤字第03册.pdf,6,Im6,180.00,反转,266801.47,160_3_6_6,
160/伤字第03册.pdf,6,Im7,180.00,反转,266508.15,160_3_6_7,
160/伤字第03册.pdf,6,Im8,180.00,反转,268392.32,160_3_6_8,
160/伤字第03册.pdf,6,Im9,180.00,反转,260589.31,160_3_6_9,
160/伤字第03册.pdf,7,Im0,0.00,正,270341.45,160_3_7_4,
160/伤字第03册.pdf,7,Im1,0.00,正,269451.72,160_3_7_3,
160/伤字第03册.pdf,7,Im2,0.00,正,268569.57,160_3_7_2,
160/伤字第03册.pdf,7,Im3,0.00,正,268274.29,160_3_7_1,
160/伤字第03册.pdf,7,Im4,0.00,正,265970.61,160_3_7_0,
160/伤字第03册.pdf,7,Im5,180.00,反转,265095.27,160_3_7_5,
160/伤字第03册.pdf,7,Im6,180.00,反转,264219.94,160_3_7_6,
160/伤字第03册.pdf,7,Im7,180.00,反转,265678.84,160_3_7_7,
160/伤字第03册.pdf,7,Im8,180.00,反转,263255.35,160_3_7_8,
160/伤字第03册.pdf,7,Im9,180.00,反转,254470.28,160_3_7_9,
160/伤字第01册.pdf,0,Im0,0.00,正,3291176.19,160_1_0_0,异常
160/伤字第01册.pdf,1,Im0,0.00,正,265498.10,160_1_1_4,
160/伤字第01册.pdf,1,Im1,0.00,正,264624.31,160_1_1_3,
160/伤字第01册.pdf,1,Im2,0.00,正,260255.15,160_1_1_2,
160/伤字第01册.pdf,1,Im3,0.00,正,264624.26,160_1_1_1,
160/伤字第01册.pdf,1,Im4,-0.50,正,282233.20,160_1_1_0,
160/伤字第01册.pdf,1,Im5,179.50,反转,278024.98,160_1_1_5,
160/伤字第01册.pdf,1,Im6,180.00,反转,266679.45,160_1_1_6,
160/伤字第01册.pdf,1,Im7,180.00,反转,259511.43,160_1_1_7,
160/伤字第01册.pdf,1,Im8,180.00,反转,269453.65,160_1_1_8,
160/伤字第01册.pdf,1,Im9,180.00,反转,266787.24,160_1_1_9,
160/伤字第01册.pdf,2,Im0,0.50,正,275780.85,160_1_2_4,
160/伤字第01册.pdf,2,Im1,0.50,正,278983.97,160_1_2_3,
160/伤字第01册.pdf,2,Im2,0.00,正,268156.55,160_1_2_2,
160/伤字第01册.pdf,2,Im3,0.00,正,268156.55,160_1_2_1,
160/伤字第01册.pdf,2,Im4,0.00,正,265363.86,160_1_2_0,
160/伤字第01册.pdf,2,Im5,180.00,反转,265660.21,160_1_2_5,
160/伤字第01册.pdf,2,Im6,180.00,反转,268923.88,160_1_2_6,
160/伤字第01册.pdf,2,Im7,180.00,反转,267448.72,160_1_2_7,
160/伤字第01册.pdf,2,Im8,-179.25,反转,285957.07,160_1_2_8,
160/伤字第01册.pdf,2,Im9,-179.25,反转,283975.97,160_1_2_9,
160/伤字第01册.pdf,3,Im0,0.00,正,267130.37,160_1_3_4,
